"readshock2 data w freeSpacePoly, inclusive dist, 40 worker processes. what will the trend be??"
file,S,N,S/N,time
rs10_1.csv,-3563.5065602556665,1230,-2.8971598050859075,4859.34726691246
rs12p5_1.csv,-3558.104867154547,1229,-2.895121942355205,5065.454812049866
rs15_1.csv,-3582.531514895174,1232,-2.9078989568954334,4976.578313112259
rs2p5_1.csv,-3554.4786859254373,1233,-2.8827888774739963,4875.197273492813
rs5_1.csv,-3532.6721165190766,1228,-2.8767688245269354,4889.931956529617
rs7p5_1.csv,-3563.1158081507083,1234,-2.8874520325370407,4907.660108566284
