44.3	0	1
195.4	0	2
463.6	0	3
248	0	4
306.4	0	5
34.2	1	2
145.1	1	3
37.8	1	9
80.2	1	10
104.1	2	3
155.3	3	4
158.1	3	5
51.1	3	8
84.2	3	9
39	4	5
110.4	5	6
97.8	5	8
36	6	7
106.9	6	8
147.3	6	11
98.5	7	8
172.8	7	11
146.4	8	9
28.2	8	11
105.8	9	10
28	9	11
288.7	10	11
