1,36,27,28,32,14
2,23,33,5,19,20,7,6
3,32,16,15,26,28
4,14,13,30,27
5,23,2,34,6,31
6,34,5,7,2
7,15,17,19,2,34,6
8,11,18,30,21,13
9,20,33,19,25,29
10,31,21,22,17,11,35
11,18,8,10,35,21
12,25,28,29,36
13,18,14,4,30,8
14,13,18,32,4,1,27
15,7,17,16,3,26,19
16,3,32,18,35,17,15
17,7,15,34,22,10,16,35
18,11,8,13,14,32,16,35
19,2,20,7,26,15,9,25
20,33,9,19,2
21,31,10,24,8,30,11
22,17,34,10,31
23,33,2,5
24,31,21,30
25,28,26,12,19,9,29
26,28,25,3,15,19
27,1,36,14,4
28,26,25,12,1,32,3,36
29,9,25,12,36
30,8,21,13,4,24
31,10,21,5,34,22,24
32,3,16,18,28,1,14
33,20,9,23,2
34,5,6,7,17,31,22
35,11,10,16,18,17
36,1,27,28,12,29
