10.5
716.65,583.92,751.1,503.38,800.25,493.38,798.23,462.36,878.79,459.36,906.66,505.89,934.53,511.89,954.8,565.92,925.92,583.42,939.09,610.94,893.49,661.96,839.78,679.47,819.51,667.97,786.57,671.47,792.65,641.45
727.41,576.98
747.05,592.06
762.62,609.61
798.07,657.7
742.82,558.69
760.24,575.05
775.35,593.07
787.07,614.82
804.87,633.19
821.29,650.47
838.51,666.98
751.34,536.75
767.91,552.33
783.96,570.35
798.98,588.82
812.46,609.99
828.32,627.86
843.48,644.77
860.2,661.59
757.42,513.82
775.29,530.57
791.85,547.59
809,565.37
822.94,585.33
835.77,603.44
850.79,622.19
868.54,639.23
883.74,658.93
782.26,507.31
798.51,524.22
814.86,544.23
830.86,563.05
846.29,580.03
859.75,599.38
876.11,617.09
894.14,637.23
803.08,500.12
820.85,518.96
837.74,537.62
853.56,557.52
869.5,575.45
883.59,594.27
899,611.91
914.43,628.34
806.64,477.09
827.93,496.17
845.91,513.92
861.89,531.67
877.63,552.79
893.03,571.8
906.56,591.49
928.29,609.18
830.48,472.15
851.54,490.74
869.12,508.52
884.39,530.57
900.55,547.44
914.82,567.35
864.79,471.84
884.86,487.99
894.05,508.42
912.54,523.83
925.01,544.55
939.17,564.15
873.77,698.92
856.97,682.96
834.74,690.09
815.51,674.92
792.37,682.46
774.63,666.07
781.36,641.1
758.94,633
739.88,616.43
722.62,600.97
703.91,585.59
717.3,557.37
729.61,535.23
737.54,502.61
762.32,492.51
783.57,485.39
786.34,460.08
810.3,452.9
829.31,442.79
846.68,456.66
868.72,447.25
887.9,463.15
906.99,477.25
913.8,499.7
938.14,500.12
940.62,524.64
951.81,546.74
959.99,571.38
931.23,585.65
952.52,613.41
938.35,631.41
922.48,648.72
905.44,665
889.41,682.02
694.19,553.98
