5
79,79,221,79,221,221,79,221
1,124.29,194.06,0
2,108.34,201.69,0
3,119.57,202.93,0
4,129.57,204.47,0
5,139.59,205.8,0
6,149.06,96.468,0
7,138.73,94.71,0
8,128.45,92.799,0
9,121.7,100.84,0
10,107.43,115.94,0
11,101.21,124.71,0
12,94.706,133.02,0
13,87.953,141.04,0
14,89.715,150.93,0
15,93.939,160.91,0
16,98.542,170.71,0
17,102.25,180.3,0
18,104.85,190,0
19,101.86,209.37,0
20,113,210.59,0
21,123.36,212.37,0
22,133.66,213.92,0
23,144.12,215.6,0
24,144.33,86.359,0
25,134.43,84.622,0
26,124.53,82.867,0
27,118.32,90.774,0
28,110.88,97.526,0
29,103.61,106.64,0
30,97.418,115.06,0
31,91.115,123.15,0
32,84.366,131.19,0
33,77.579,139.09,0
34,79.876,148.88,0
35,84.006,159.21,0
36,88.166,169.15,0
37,91.981,178.7,0
38,94.917,188.47,0
39,98.857,198.35,0
40,95.399,217.07,0
41,106.43,218.33,0
42,116.69,219.99,0
43,127.03,221.82,0
44,137.37,223.64,0
45,147.71,225.46,0
46,141.92,76.597,0
47,131.61,74.889,0
48,121.27,73.066,0
49,114.56,81.066,0
50,107.39,88.101,0
51,100.84,96.974,0
52,93.665,105.15,0
53,87.524,113.28,0
54,80.775,121.33,0
55,74.025,129.37,0
56,67.276,137.41,0
57,69.979,147.12,0
58,74.164,157.15,0
59,77.906,167.2,0
60,81.641,176.88,0
61,85.02,186.71,0
62,88.823,196.61,0
63,92.247,206.43,0
64,88.937,224.77,0
65,99.597,226.21,0
66,109.94,228.04,0
67,120.28,229.86,0
68,130.62,231.68,0
69,140.96,233.51,0
70,148.52,68.965,0
71,138.36,66.846,0
72,128.02,65.022,0
73,117.68,63.199,0
74,110.93,71.243,0
75,103.95,78.656,0
76,97.363,87.323,0
77,90.682,95.373,0
78,83.767,103.39,0
79,77.183,111.46,0
80,70.434,119.5,0
81,63.685,127.55,0
82,56.936,135.59,0
83,60.08,145.38,0
84,64.118,155.32,0
85,67.709,165.19,0
86,71.301,175.06,0
87,74.892,184.92,0
88,78.483,194.79,0
89,82.074,204.66,0
90,85.665,214.52,0
91,82.474,232.47,0
92,92.848,234.26,0
93,103.19,236.08,0
94,113.53,237.9,0
95,123.87,239.73,0
96,134.21,241.55,0
97,144.29,243.32,0
98,144.31,58.633,0
99,134.41,56.916,0
100,124.43,55.156,0
101,114.09,53.332,0
102,107.34,61.376,0
103,100.51,69.21,0
104,93.84,77.463,0
105,87.091,85.506,0
106,80.342,93.55,0
107,73.592,101.59,0
108,66.843,109.64,0
109,60.094,117.68,0
110,53.344,125.72,0
111,46.595,133.77,0
112,50.183,143.63,0
113,53.778,153.5,0
114,57.369,163.37,0
115,60.96,173.23,0
116,64.551,183.1,0
117,68.142,192.97,0
118,71.734,202.83,0
119,75.325,212.7,0
120,78.916,222.57,0
121,75.758,240.48,0
122,86.099,242.3,0
123,96.439,244.12,0
124,106.78,245.95,0
125,117.12,247.77,0
126,127.46,249.59,0
127,137.8,251.42,0
128,148.11,253.29,0
129,141.52,48.935,0
130,131.18,47.112,0
131,120.84,45.289,0
132,110.5,43.466,0
133,103.75,51.509,0
134,96.998,59.552,0
135,90.249,67.596,0
136,83.5,75.639,0
137,76.75,83.683,0
138,70.001,91.726,0
139,63.252,99.77,0
140,56.503,107.81,0
141,49.753,115.86,0
142,43.004,123.9,0
143,36.255,131.94,0
144,39.846,141.81,0
145,43.437,151.68,0
146,47.028,161.54,0
147,50.62,171.41,0
148,54.211,181.28,0
149,57.802,191.14,0
150,61.393,201.01,0
151,64.984,210.88,0
152,68.576,220.74,0
153,72.167,230.61,0
154,69.009,248.52,0
155,79.349,250.34,0
156,89.69,252.17,0
157,100.03,253.99,0
158,110.37,255.81,0
159,120.71,257.64,0
160,131.05,259.46,0
161,141.39,261.28,0
162,148.2,40.994,0
163,137.93,39.069,0
164,127.59,37.245,0
165,117.25,35.422,0
166,106.91,33.599,0
167,100.16,41.642,0
168,93.407,49.686,0
169,86.658,57.729,0
170,79.908,65.773,0
171,73.159,73.816,0
172,66.41,81.86,0
173,59.661,89.903,0
174,52.911,97.946,0
175,46.162,105.99,0
176,39.413,114.03,0
177,32.663,122.08,0
178,25.914,130.12,0
179,29.505,139.99,0
180,33.097,149.85,0
181,36.688,159.72,0
182,40.279,169.59,0
183,43.87,179.45,0
184,47.461,189.32,0
185,51.053,199.19,0
186,54.644,209.05,0
187,58.235,218.92,0
188,61.826,228.79,0
189,65.418,238.65,0
190,62.259,256.57,0
191,72.6,258.39,0
192,82.94,260.21,0
193,93.281,262.03,0
194,103.62,263.86,0
195,113.96,265.68,0
196,124.3,267.5,0
197,134.42,269.29,0
198,144.32,271,0
199,144.3,30.952,0
200,134.34,29.202,0
201,124,27.379,0
202,113.65,25.555,0
203,103.31,23.732,0
204,96.565,31.775,0
205,89.816,39.819,0
206,83.066,47.862,0
207,76.317,55.906,0
208,69.568,63.949,0
209,62.819,71.993,0
210,56.069,80.036,0
211,49.32,88.08,0
212,42.571,96.123,0
213,35.822,104.17,0
214,29.072,112.21,0
215,22.323,120.25,0
216,15.574,128.3,0
217,19.165,138.16,0
218,22.756,148.03,0
219,26.347,157.9,0
220,29.939,167.76,0
221,33.53,177.63,0
222,37.121,187.5,0
223,40.712,197.36,0
224,44.303,207.23,0
225,47.895,217.1,0
226,51.486,226.96,0
227,55.077,236.83,0
228,58.668,246.7,0
229,55.51,264.61,0
230,65.851,266.43,0
231,76.191,268.26,0
232,86.532,270.08,0
233,96.872,271.9,0
234,107.21,273.73,0
235,117.55,275.55,0
236,127.89,277.37,0
237,138.23,279.19,0
238,148.41,281.25,0
239,141.08,21.158,0
240,130.74,19.335,0
241,120.4,17.512,0
242,110.06,15.688,0
243,99.723,13.865,0
244,92.974,21.909,0
245,86.224,29.952,0
246,79.475,37.996,0
247,72.726,46.039,0
248,65.977,54.083,0
