39,-2.8702044807899902
40,-2.8702044807899902
41,-2.9347430019275613
42,-3.1372672660390353
43,-2.9019531791045705
44,-2.9515501202439425
45,-2.854700294254025
46,-2.752421445133607
47,-2.7250224709454924
48,-3.1789399624396033
49,-2.529277893819397
50,-2.9515501202439425
51,-2.8702044807899902
52,-2.7949810595524025
53,-2.9515501202439425
58,-2.752421445133607
59,-2.5982707653063484
60,-2.4441200854790903
61,-2.7250224709454924
62,-2.824394944758696
63,-3.157886553241771
64,-2.9019531791045705
65,-3.1789399624396033
66,-2.986036296315112
67,-3.021754378917191
68,-3.200446167660567
69,-2.6470609294757805
70,-2.7115994506133516
71,-2.9347430019275613
72,-2.738628123001271
73,-2.7949810595524025
78,-2.622368316885409
79,-2.7115994506133516
80,-2.4647393726818256
81,-2.6596397116826407
82,-3.0778438455682346
83,-2.780592322100303
84,-2.752421445133607
85,-2.9515501202439425
86,-2.9347430019275613
87,-3.021754378917191
88,-2.854700294254025
89,-2.8702044807899902
90,-2.854700294254025
91,-2.9019531791045705
92,-2.9686445536032426
93,-2.5747402678961544
94,-2.365648470037595
95,-2.9515501202439425
99,-2.885952837758129
100,-2.9347430019275613
101,-2.9686445536032426
102,-2.622368316885409
103,-2.738628123001271
104,-2.9686445536032426
105,-2.9686445536032426
106,-2.986036296315112
107,-2.6346384094772235
108,-2.540451194417522
109,-2.6470609294757805
110,-2.6470609294757805
111,-2.986036296315112
112,-2.7250224709454924
113,-2.7250224709454924
114,-2.918213699976351
115,-2.780592322100303
116,-2.2169032087772447
117,-2.365648470037595
122,-2.67237873746007
123,-2.854700294254025
124,-2.752421445133607
125,-2.5072989871006217
126,-2.6596397116826407
127,-2.540451194417522
128,-2.7949810595524025
129,-3.003735873414513
130,-3.1372672660390353
131,-2.9515501202439425
132,-2.610246956353064
133,-2.610246956353064
134,-2.7664076871083467
135,-2.7115994506133516
136,-2.9347430019275613
137,-3.3155154974453542
138,-2.780592322100303
139,-2.5982707653063484
140,-2.738628123001271
141,-2.2250665194164054
142,-2.738628123001271
146,-2.319557362837328
147,-2.4543765856462794
148,-3.5027270395335006
149,-2.9347430019275613
150,-2.5982707653063484
151,-2.5982707653063484
152,-2.8702044807899902
153,-2.885952837758129
154,-2.780592322100303
155,-2.9347430019275613
156,-2.7115994506133516
157,-2.518228057632812
158,-2.5517507496714558
159,-2.809579858973555
160,-2.8394328221232366
161,-2.7250224709454924
162,-2.824394944758696
163,-2.7949810595524025
164,-2.738628123001271
165,-2.7250224709454924
166,-2.5747402678961544
167,-2.433967714015072
172,-2.8394328221232366
173,-2.885952837758129
174,-2.9515501202439425
175,-3.595100359664516
176,-2.780592322100303
177,-2.8394328221232366
178,-2.809579858973555
179,-2.824394944758696
180,-2.9686445536032426
181,-2.8394328221232366
182,-2.885952837758129
183,-3.05879565059754
184,-2.5982707653063484
185,-2.752421445133607
186,-2.6596397116826407
187,-2.7115994506133516
188,-2.5072989871006217
189,-2.284155435786412
190,-2.404114750865391
191,-2.698354223863331
192,-2.5747402678961544
193,-2.5982707653063484
194,-2.7115994506133516
195,-2.7664076871083467
200,-2.780592322100303
201,-3.5027270395335006
202,-3.3655259180200154
203,-3.4737395026602482
204,-3.77099102612818
205,-2.9515501202439425
206,-2.9515501202439425
207,-2.885952837758129
208,-2.7250224709454924
209,-2.6470609294757805
210,-2.6470609294757805
211,-2.7949810595524025
212,-2.809579858973555
213,-3.0401035175853877
214,-3.418169651505438
215,-3.1372672660390353
216,-2.9019531791045705
217,-2.7949810595524025
218,-2.3846966650082893
219,-2.6596397116826407
220,-2.7250224709454924
221,-2.622368316885409
222,-2.752421445133607
223,-2.8702044807899902
224,-2.6470609294757805
229,-2.610246956353064
230,-2.885952837758129
231,-3.1170645587215158
232,-3.2448979302314007
233,-3.733250698145333
234,-2.9347430019275613
235,-2.9515501202439425
236,-2.8394328221232366
237,-2.698354223863331
238,-3.003735873414513
239,-2.885952837758129
240,-2.319557362837328
241,-2.4647393726818256
242,-2.9686445536032426
243,-2.824394944758696
244,-2.9347430019275613
245,-3.222425074379342
246,-3.2448979302314007
247,-2.986036296315112
248,-3.021754378917191
249,-2.9347430019275613
250,-3.05879565059754
251,-2.752421445133607
252,-2.5864363076593455
253,-2.809579858973555
254,-2.752421445133607
255,-2.5982707653063484
260,-2.9515501202439425
261,-2.5072989871006217
262,-2.5072989871006217
263,-2.780592322100303
264,-3.2678874484560994
265,-3.1789399624396033
266,-2.319557362837328
267,-2.5517507496714558
268,-2.3105886928545676
269,-2.11643267841361
270,-2.496488070996406
271,-2.685282142295978
272,-2.6596397116826407
273,-2.031875290385547
274,-2.423917378161571
275,-2.854700294254025
276,-2.7115994506133516
277,-3.021754378917191
278,-3.222425074379342
279,-3.4737395026602482
280,-2.752421445133607
281,-2.8702044807899902
282,-3.0778438455682346
283,-3.418169651505438
284,-3.0401035175853877
285,-2.433967714015072
286,-2.529277893819397
287,-2.540451194417522
292,-3.157886553241771
293,-2.918213699976351
294,-2.4752106725491214
295,-2.7115994506133516
296,-3.05879565059754
297,-3.05879565059754
298,-2.423917378161571
299,-2.2250665194164054
300,-2.809579858973555
301,-2.8702044807899902
302,-2.9019531791045705
303,-2.752421445133607
304,-2.2754973730432972
305,-2.4139670473084025
306,-2.4543765856462794
307,-2.2499640710381326
308,-2.5982707653063484
309,-2.6470609294757805
310,-2.918213699976351
311,-3.0778438455682346
312,-3.2678874484560994
313,-2.9686445536032426
314,-2.3105886928545676
315,-2.67237873746007
316,-3.1789399624396033
317,-3.157886553241771
318,-2.8394328221232366
319,-2.5747402678961544
320,-2.610246956353064
321,-2.563179445495078
326,-3.05879565059754
327,-2.885952837758129
328,-2.4647393726818256
329,-2.6596397116826407
330,-3.222425074379342
331,-2.752421445133607
332,-2.698354223863331
333,-2.5864363076593455
334,-2.885952837758129
335,-2.3469563370254423
336,-2.5747402678961544
337,-2.8702044807899902
338,-2.885952837758129
339,-2.738628123001271
340,-2.9019531791045705
341,-2.7115994506133516
342,-2.4647393726818256
343,-2.6470609294757805
344,-2.986036296315112
345,-2.9019531791045705
346,-2.885952837758129
347,-2.9019531791045705
348,-2.423917378161571
349,-2.9347430019275613
350,-2.5982707653063484
351,-2.4441200854790903
352,-2.67237873746007
353,-2.698354223863331
354,-2.7949810595524025
355,-2.5517507496714558
356,-2.423917378161571
361,-3.0401035175853877
362,-2.780592322100303
363,-2.824394944758696
364,-2.485792781879658
365,-2.885952837758129
366,-3.0778438455682346
367,-2.738628123001271
368,-3.021754378917191
369,-3.05879565059754
370,-2.3469563370254423
371,-2.3469563370254423
372,-2.2928891157551665
373,-2.7664076871083467
374,-2.824394944758696
375,-2.518228057632812
376,-2.918213699976351
377,-2.809579858973555
378,-2.7664076871083467
379,-2.328607198357246
380,-3.0401035175853877
381,-3.2448979302314007
382,-3.157886553241771
383,-2.7115994506133516
384,-2.423917378161571
385,-2.6346384094772235
386,-2.809579858973555
387,-2.540451194417522
388,-2.5517507496714558
389,-2.7250224709454924
390,-2.622368316885409
391,-2.7664076871083467
392,-2.146285641563291
393,-2.146285641563291
398,-3.1789399624396033
399,-3.1789399624396033
400,-3.200446167660567
401,-2.986036296315112
402,-2.7949810595524025
403,-2.9019531791045705
404,-2.918213699976351
405,-3.445568625693552
406,-2.8702044807899902
407,-2.529277893819397
408,-2.780592322100303
409,-2.5982707653063484
410,-2.563179445495078
411,-2.6470609294757805
412,-2.9347430019275613
413,-2.610246956353064
414,-2.5517507496714558
415,-1.8991888492265887
416,-2.2928891157551665
417,-2.496488070996406
418,-2.9515501202439425
419,-2.6596397116826407
420,-3.1789399624396033
421,-2.5982707653063484
422,-2.4752106725491214
423,-2.563179445495078
424,-2.258402939683997
425,-2.1849004776910705
426,-2.7949810595524025
427,-2.610246956353064
428,-2.7949810595524025
429,-2.824394944758696
430,-2.6470609294757805
431,-2.4752106725491214
436,-3.0401035175853877
437,-3.1789399624396033
438,-3.0401035175853877
439,-2.854700294254025
440,-2.685282142295978
441,-2.7664076871083467
442,-2.9515501202439425
443,-3.1372672660390353
444,-3.0972619314253365
445,-2.986036296315112
446,-2.5982707653063484
447,-2.809579858973555
448,-2.610246956353064
449,-2.433967714015072
450,-3.0401035175853877
