5
79,79,321,79,321,321,79,321
1,133.94,284.54,0
2,144.61,286.01,0
3,158.9,103.73,0
4,94.506,186.84,0
5,128.35,292.94,0
6,138.77,294.96,0
7,149,295.5,0
8,159.63,298.36,0
9,182.21,299.23,0
10,192.36,300.98,0
11,195.69,100.39,0
12,185.14,99.522,0
13,175.47,96.647,0
14,165.46,95.303,0
15,155.46,94.174,0
16,148.22,101.31,0
17,141.69,109.73,0
18,134.19,118.84,0
19,127.66,127.97,0
20,121.82,136.25,0
21,115.88,144.7,0
22,110.81,153.79,0
23,103.71,161.75,0
24,97.672,169.96,0
25,90.59,177.58,0
26,84.257,185.94,0
27,87.316,195.84,0
28,91.849,204.97,0
29,94.911,215,0
30,99.889,225.03,0
31,104.7,234.75,0
32,108.82,244.55,0
33,113.55,253.42,0
34,117.95,262.46,0
35,119.47,272.77,0
36,123.3,283.22,0
37,121.8,300.99,0
38,131.87,302.38,0
39,143.27,304.29,0
40,153.6,306.47,0
41,164.26,307.44,0
42,175.5,307.68,0
43,185.59,308.69,0
44,196.17,310.31,0
45,191.18,91.145,0
46,180.62,87.675,0
47,170.52,86.535,0
48,160.42,84.941,0
49,150.23,83.748,0
50,144.37,91.935,0
51,138.05,100.34,0
52,131.65,109.08,0
53,123.94,118.12,0
54,117.44,125.81,0
55,111.75,134.19,0
56,105.85,143.41,0
57,100.55,151.96,0
58,93.511,159.73,0
59,87.281,167.64,0
60,79.831,175.82,0
61,73.417,184.32,0
62,77.21,194.17,0
63,81.247,204.02,0
64,84.89,213.39,0
65,89.294,223.59,0
66,93.251,233.3,0
67,97.577,243.37,0
68,102.28,252.45,0
69,106.63,262.11,0
70,109.3,272.13,0
71,113.02,281.58,0
72,117.02,291.32,0
73,115.42,308.89,0
74,125.3,310.83,0
75,136.93,312.21,0
76,147.48,314.47,0
77,157.82,315.73,0
78,169.14,316.23,0
79,179.23,317.12,0
80,189.24,318.06,0
81,201.36,323.15,0
82,199.12,84.562,0
83,188.68,81.38,0
84,176.87,78.342,0
85,166.61,76.989,0
86,156.54,75.647,0
87,145.98,74.541,0
88,139.76,83,0
89,133.77,91.088,0
90,127.97,99.666,0
91,120.94,108.53,0
92,113.73,115.66,0
93,107.24,125.14,0
94,101.44,133.66,0
95,94.944,141.41,0
96,89.293,150.08,0
97,83.116,158.2,0
98,76.416,166.23,0
99,69.73,174.66,0
100,63.431,182.86,0
101,67.19,192.83,0
102,71.146,202.62,0
103,74.696,212.27,0
104,78.978,221.59,0
105,83.122,231.79,0
106,87.364,242.05,0
107,91.396,251.48,0
108,96.453,260.68,0
109,99.287,270.82,0
110,103.03,280.19,0
111,106.81,289.67,0
112,111.38,299.69,0
113,109.12,317.6,0
114,119.26,318.89,0
115,129.89,320.16,0
116,140.35,321.72,0
117,151.51,323.7,0
118,161.77,325.02,0
119,171.92,326.69,0
120,182.08,326.76,0
121,192.22,327.66,0
122,194.94,72.865,0
123,183.86,70.491,0
124,173.53,68.8,0
125,163.42,67.38,0
126,153.18,66.087,0
127,141.67,65.328,0
128,135.87,73.609,0
129,129.46,81.418,0
130,123.61,89.695,0
131,118,98.219,0
132,111.17,105.92,0
133,103.68,115.72,0
134,97.233,123.5,0
135,91.345,131.89,0
136,84.961,140.1,0
137,79.131,148.97,0
138,71.692,156.21,0
139,65.812,165.17,0
140,59.657,173.51,0
141,52.778,182.01,0
142,57.014,191.14,0
143,61.191,201.1,0
144,64.775,210.59,0
145,68.943,221.01,0
146,73.142,230.15,0
147,77.294,240.12,0
148,80.293,249.72,0
149,84.907,259.19,0
150,89.454,268.67,0
151,92.908,278.88,0
152,96.381,289.35,0
153,101.4,298.44,0
154,105.43,307.82,0
155,102.9,326.45,0
156,113.11,326.94,0
157,123.66,328.69,0
158,133.56,330.42,0
159,145,331.52,0
160,154.96,333.29,0
161,165.03,334.54,0
162,174.99,336.37,0
163,185.19,337.05,0
164,195.31,337.39,0
165,190.48,62.55,0
166,179.72,60.852,0
167,169.65,59.389,0
168,159.66,58.014,0
169,148.66,56.76,0
170,137.57,56.147,0
171,131.08,63.973,0
172,125.28,72.182,0
173,118.9,80.345,0
174,112.9,89.191,0
175,106.3,96.987,0
176,100.19,106.27,0
177,93.497,114.11,0
178,87.153,122.69,0
179,80.875,130.77,0
180,74.81,139.08,0
181,68.101,146.66,0
182,61.78,154.53,0
183,55.647,163.92,0
184,49.329,171.78,0
185,42.847,180.44,0
186,46.866,190.14,0
187,50.777,199.99,0
188,54.427,210.13,0
189,59.065,219.15,0
190,62.495,229.1,0
191,66.66,239.22,0
192,70.282,248.6,0
193,74.814,258.31,0
194,77.962,268.01,0
195,82.094,277.45,0
196,86.383,287.46,0
197,89.968,297.7,0
198,94.822,307.29,0
