5
184,-57.5,316,-57.5,316,557.5,184,557.5
1,250,250
2,243.08,257.89
3,245.81,239.99
4,239.69,247.96
5,235.93,265.62
6,245.84,267.56
7,243.25,230.11
8,235.97,237.93
9,229.4,245.9
10,232.78,255.85
11,229.19,273.51
12,239.21,275.12
13,249.83,277.78
14,239.83,220.23
15,232.95,228.07
16,226.03,235.96
17,219.11,243.85
18,222.48,253.8
19,225.86,263.74
20,221.29,281.37
21,231.14,283.37
22,241.06,285
23,245.82,212.15
24,235.97,210.12
25,229.58,218.12
26,222.65,226.02
27,215.73,233.91
28,208.81,241.81
29,212.18,251.75
30,215.56,261.69
31,218.92,271.6
32,215.37,289.5
33,225.53,291.71
34,235.93,293.66
35,245.59,296.84
36,243.42,202.33
37,233.12,200.29
38,226.12,208.16
39,219.28,216.07
40,212.36,223.97
41,205.43,231.86
42,198.51,239.76
43,201.88,249.7
44,205.26,259.64
45,208.63,269.59
46,211.43,279.41
47,208.46,297.37
48,218.58,299.38
49,228.44,301.33
50,238.21,303.66
51,249.86,305.94
52,239.97,192.5
53,229.75,190.34
54,222.83,198.24
55,215.9,206.13
56,208.98,214.03
57,202.06,221.92
58,195.13,229.81
59,188.21,237.71
60,191.59,247.65
61,194.96,257.59
62,198.34,267.54
63,201.57,277.45
64,205.09,287.42
65,201.54,305.26
66,211.44,307.23
67,221.3,309.19
68,231.18,311.08
69,240.97,313.33
70,245.83,184.33
71,235.98,182.31
72,226.12,180.35
73,219.45,188.29
74,212.53,196.19
75,205.6,204.08
76,198.68,211.98
77,191.76,219.87
78,184.84,227.77
79,177.91,235.66
80,181.29,245.6
81,184.66,255.55
82,188.04,265.49
83,191.41,275.43
84,194.79,285.37
85,198.16,295.32
86,194.61,313.15
87,204.91,315.2
88,215.21,317.25
89,225.47,319.35
90,235.5,321.76
91,245.48,324.56
92,243.59,174.53
93,233.3,172.51
94,223,170.46
95,216.08,178.35
96,209.15,186.25
97,202.23,194.14
98,195.31,202.04
99,188.38,209.93
100,181.46,217.82
101,174.54,225.72
102,167.61,233.61
103,170.99,243.56
104,174.36,253.5
105,177.74,263.44
106,181.11,273.38
107,184.49,283.33
108,187.86,293.27
109,191.24,303.21
110,187.69,321.05
111,197.99,323.1
112,208.29,325.15
113,218.52,327.18
114,228.39,329.13
115,238.17,331.46
116,249.65,333.71
117,240.09,164.8
118,229.92,162.56
119,219.62,160.52
120,212.7,168.41
121,205.78,176.3
122,198.85,184.2
123,191.93,192.09
124,185.01,199.99
125,178.09,207.88
126,171.16,215.78
127,164.24,223.67
128,157.32,231.56
129,160.69,241.51
130,164.07,251.45
131,167.44,261.39
132,170.82,271.34
133,174.19,281.28
134,177.57,291.22
135,180.94,301.16
136,184.32,311.11
137,180.77,328.94
138,191.07,330.99
139,201.37,333.04
140,211.43,335.04
141,221.29,337
142,231.15,338.93
143,240.97,341.11
144,245.82,156.54
145,235.98,154.49
146,226.12,152.54
147,216.25,150.57
148,209.33,158.47
149,202.4,166.36
150,195.48,174.26
151,188.56,182.15
152,181.63,190.04
153,174.71,197.94
154,167.79,205.83
155,160.86,213.73
156,153.94,221.62
157,147.02,229.52
158,150.39,239.46
159,153.77,249.4
160,157.14,259.34
161,160.52,269.29
162,163.89,279.23
163,167.27,289.17
164,170.64,299.11
165,174.02,309.06
166,177.39,319
167,173.85,336.84
168,184.14,338.89
169,194.44,340.93
170,204.74,342.98
171,215.04,345.03
172,225.32,347.11
173,235.4,349.48
174,245.37,352.25
175,243.7,146.72
176,233.47,144.73
177,223.17,142.68
178,212.87,140.63
179,205.95,148.52
180,199.03,156.42
181,192.1,164.31
182,185.18,172.21
183,178.26,180.1
184,171.33,188
185,164.41,195.89
186,157.49,203.78
187,150.57,211.68
188,143.64,219.57
189,136.72,227.47
190,140.09,237.41
191,143.47,247.35
192,146.84,257.3
193,150.22,267.24
194,153.59,277.18
195,156.97,287.12
196,160.35,297.07
197,163.72,307.01
198,167.1,316.95
199,170.47,326.89
200,166.92,344.73
201,177.22,346.78
202,187.52,348.83
203,197.82,350.88
204,208.12,352.93
205,218.41,354.97
206,228.34,356.94
207,238.13,359.22
208,249.44,361.43
209,240.2,137.11
210,230.07,134.81
211,219.8,132.74
212,209.5,130.69
213,202.58,138.58
214,195.65,146.48
215,188.73,154.37
216,181.81,162.26
217,174.88,170.16
218,167.96,178.05
219,161.04,185.95
220,154.11,193.84
221,147.19,201.74
222,140.27,209.63
223,133.34,217.52
224,126.42,225.42
225,129.8,235.36
226,133.17,245.3
227,136.55,255.25
228,139.92,265.19
229,143.3,275.13
230,146.67,285.08
231,150.05,295.02
232,153.42,304.96
233,156.8,314.9
234,160.17,324.85
235,163.55,334.79
236,160,352.63
237,170.3,354.67
238,180.6,356.72
239,190.89,358.77
240,201.19,360.82
241,211.42,362.86
242,221.28,364.82
243,231.14,366.78
244,240.97,368.86
245,245.82,128.77
246,235.99,126.68
247,226.13,124.72
248,216.27,122.76
249,206.12,120.74
250,199.2,128.64
251,192.28,136.53
252,185.35,144.43
253,178.43,152.32
254,171.51,160.22
255,164.58,168.11
256,157.66,176
257,150.74,183.9
258,143.82,191.79
259,136.89,199.69
260,129.97,207.58
261,123.05,215.48
262,116.12,223.37
263,119.5,233.31
264,122.87,243.26
265,126.25,253.2
266,129.62,263.14
267,133,273.08
268,136.37,283.03
269,139.75,292.97
270,143.12,302.91
271,146.5,312.86
272,149.87,322.8
273,153.25,332.74
274,156.62,342.68
275,153.08,360.52
276,163.37,362.57
277,173.67,364.62
278,183.97,366.67
279,194.27,368.71
280,204.57,370.76
281,214.87,372.81
282,225.16,374.86
283,235.29,377.15
284,245.2,379.92
285,243.74,118.94
286,233.61,116.92
287,223.34,114.9
288,213.05,112.85
289,202.75,110.8
290,195.83,118.7
291,188.9,126.59
292,181.98,134.48
293,175.06,142.38
294,168.13,150.27
295,161.21,158.17
296,154.29,166.06
297,147.36,173.96
298,140.44,181.85
299,133.52,189.74
300,126.59,197.64
301,119.67,205.53
302,112.75,213.43
303,105.82,221.32
304,109.2,231.26
305,112.57,241.21
306,115.95,251.15
307,119.33,261.09
308,122.7,271.04
309,126.08,280.98
310,129.45,290.92
311,132.83,300.86
312,136.2,310.81
313,139.58,320.75
314,142.95,330.69
315,146.33,340.63
316,149.7,350.58
317,146.15,368.41
318,156.45,370.46
319,166.75,372.51
320,177.05,374.56
321,187.35,376.61
322,197.64,378.66
323,207.94,380.71
324,218.24,382.75
325,228.3,384.75
326,238.08,387.02
327,249.23,389.13
328,240.32,109.43
329,230.2,107.1
330,219.97,104.96
331,209.67,102.91
332,199.37,100.86
333,192.45,108.75
334,185.53,116.65
335,178.6,124.54
336,171.68,132.44
337,164.76,140.33
338,157.83,148.22
339,150.91,156.12
340,143.99,164.01
341,137.07,171.91
342,130.14,179.8
343,123.22,187.7
344,116.3,195.59
345,109.37,203.48
346,102.45,211.38
347,95.526,219.27
348,98.901,229.22
349,102.28,239.16
350,105.65,249.1
351,109.03,259.04
352,112.4,268.99
353,115.78,278.93
354,119.15,288.87
355,122.53,298.82
356,125.9,308.76
357,129.28,318.7
358,132.65,328.64
359,136.03,338.59
360,139.4,348.53
361,142.78,358.47
362,139.23,376.31
363,149.53,378.36
364,159.83,380.41
365,170.12,382.45
366,180.42,384.5
367,190.72,386.55
368,201.02,388.6
369,211.32,390.65
370,221.27,392.63
371,231.13,394.59
372,240.97,396.65
373,245.82,101.02
374,235.99,98.89
375,226.14,96.911
376,216.28,94.95
377,206.3,92.964
378,196,90.916
379,189.08,98.81
380,182.15,106.7
381,175.23,114.6
382,168.31,122.49
383,161.38,130.39
384,154.46,138.28
385,147.54,146.18
386,140.61,154.07
387,133.69,161.96
388,126.77,169.86
389,119.84,177.75
390,112.92,185.65
391,106,193.54
392,99.074,201.44
393,92.151,209.33
394,85.228,217.22
395,88.603,227.17
396,91.978,237.11
397,95.353,247.05
398,98.729,257
399,102.1,266.94
400,105.48,276.88
401,108.85,286.82
402,112.23,296.77
403,115.6,306.71
404,118.98,316.65
405,122.35,326.6
406,125.73,336.54
407,129.1,346.48
408,132.48,356.42
409,135.85,366.37
410,132.31,384.2
411,142.61,386.25
412,152.9,388.3
413,163.2,390.35
414,173.5,392.4
415,183.8,394.45
416,194.1,396.49
417,204.39,398.54
418,214.69,400.59
419,224.99,402.64
420,235.17,404.86
421,245.03,407.62
422,243.8,91.171
423,233.68,89.108
424,223.52,87.118
425,213.22,85.07
426,202.92,83.021
427,192.62,80.973
428,185.7,88.867
429,178.78,96.762
430,171.85,104.66
431,164.93,112.55
432,158.01,120.44
433,151.08,128.34
434,144.16,136.23
435,137.24,144.13
436,130.31,152.02
437,123.39,159.92
438,116.47,167.81
439,109.55,175.7
440,102.62,183.6
441,95.699,191.49
442,88.776,199.39
443,81.853,207.28
444,74.93,215.18
445,78.305,225.12
446,81.68,235.06
447,85.055,245
448,88.43,254.95
449,91.805,264.89
450,95.181,274.83
451,98.556,284.78
452,101.93,294.72
453,105.31,304.66
454,108.68,314.6
455,112.06,324.55
456,115.43,334.49
457,118.81,344.43
458,122.18,354.38
459,125.56,364.32
460,128.93,374.26
461,125.38,392.1
462,135.68,394.15
463,145.98,396.19
464,156.28,398.24
465,166.58,400.29
466,176.87,402.34
467,187.17,404.39
468,197.47,406.44
469,207.77,408.49
470,218.07,410.53
471,228.24,412.55
472,238.02,414.83
473,249.03,416.84
474,240.46,81.687
475,230.35,79.35
476,220.14,77.176
477,209.84,75.127
478,199.55,73.079
479,189.25,71.03
480,182.32,78.925
481,175.4,86.819
482,168.48,94.713
483,161.56,102.61
484,154.63,110.5
485,147.71,118.4
486,140.79,126.29
487,133.86,134.18
488,126.94,142.08
489,120.02,149.97
490,113.09,157.87
491,106.17,165.76
492,99.247,173.66
493,92.324,181.55
494,85.401,189.44
495,78.478,197.34
496,71.555,205.23
497,64.632,213.13
498,68.007,223.07
499,71.382,233.01
500,74.757,242.96
501,78.132,252.9
502,81.507,262.84
503,84.882,272.78
504,88.257,282.73
505,91.632,292.67
506,95.008,302.61
507,98.383,312.56
508,101.76,322.5
509,105.13,332.44
510,108.51,342.38
511,111.88,352.33
512,115.26,362.27
513,118.63,372.21
514,122.01,382.15
515,118.46,399.99
516,128.76,402.04
517,139.06,404.09
518,149.36,406.14
519,159.65,408.19
520,169.95,410.23
521,180.25,412.28
522,190.55,414.33
523,200.85,416.38
524,211.14,418.43
525,221.28,420.44
526,231.13,422.41
527,240.98,424.44
528,245.84,73.196
529,236.02,71.045
530,226.16,69.102
531,216.3,67.139
532,206.44,65.178
533,196.17,63.136
534,185.87,61.087
535,178.95,68.982
536,172.03,76.876
537,165.1,84.77
538,158.18,92.665
539,151.26,100.56
540,144.33,108.45
541,137.41,116.35
542,130.49,124.24
543,123.56,132.14
544,116.64,140.03
545,109.72,147.92
546,102.8,155.82
547,95.872,163.71
548,88.949,171.61
549,82.026,179.5
550,75.103,187.4
551,68.18,195.29
552,61.256,203.19
553,54.333,211.08
554,57.708,221.02
555,61.084,230.97
556,64.459,240.91
557,67.834,250.85
558,71.209,260.79
559,74.584,270.74
560,77.959,280.68
561,81.334,290.62
562,84.709,300.56
563,88.084,310.51
